itr,af3a,af3hb,af3t,af4a,af4hb,af4t,pxa,pxhb,pxt,af3lb,af3g,af4lb,af4g,pxlb,pxg,pzt,pza,pzlb,pzhb,pzg,t8t,t8a,t8lb,t8hb,t8g
89,3.016,3.043,11.347,2.57,1.907,4.712,6.356,4.163,18.564,1.551,0.673,1.631,0.679,3.794,1.897,6.201,2.892,5.715,2.045,0.683,3.899,0.907,2.394,3.01,3.455
90,3.395,3.053,11.826,3.16,1.827,5.437,5.203,4.172,23.062,1.603,0.743,1.459,0.773,4.123,2.161,7.322,3.296,6.065,1.941,0.788,4.937,1.093,2.111,2.891,3.264
91,3.52,2.811,11.466,3.661,1.664,6.381,4.098,3.928,26.593,1.534,0.845,1.27,0.863,4.196,2.408,8.286,3.926,5.715,1.811,0.94,6.103,1.519,1.772,2.873,3.15
92,3.513,2.364,10.487,4.154,1.464,7.312,3.306,3.488,29.893,1.386,0.962,1.113,0.917,4.029,2.588,8.791,4.836,4.783,1.652,1.089,7.091,2.275,1.445,2.883,3.064
93,3.626,1.812,8.968,4.858,1.273,7.845,2.945,2.998,31.673,1.227,1.076,1.033,0.928,3.805,2.654,8.813,6.015,3.601,1.48,1.182,7.838,3.367,1.208,2.868,2.947
94,4.083,1.279,8.268,5.955,1.119,8.715,3.031,2.614,33.224,1.111,1.17,1.039,0.908,3.816,2.582,8.597,7.322,2.524,1.329,1.19,8.471,4.647,1.085,2.809,2.77
95,4.875,0.866,8.772,7.337,1.009,9.911,3.541,2.427,32.718,1.096,1.222,1.115,0.87,4.404,2.381,8.164,8.441,1.816,1.234,1.109,8.955,5.841,1.059,2.708,2.536
96,5.805,0.616,13.282,8.633,0.948,13.784,4.378,2.41,32.024,1.227,1.217,1.237,0.819,5.685,2.093,7.976,9.01,1.542,1.202,0.963,9.488,6.629,1.075,2.596,2.296
97,6.832,0.516,22.79,9.549,0.946,20.709,5.364,2.46,29.067,1.551,1.149,1.417,0.758,7.5,1.773,7.527,8.747,1.581,1.223,0.789,9.42,6.779,1.069,2.527,2.153
98,8.06,0.519,39.143,10.003,1.009,31.958,6.362,2.483,25.155,2.043,1.026,1.663,0.685,9.362,1.479,7.116,7.651,1.744,1.283,0.624,8.922,6.268,1.008,2.571,2.205
